GEOID,YEAR,NAME,TRACT_NAME,COUNTY,STATE,NO2_mgm3
16027020100,2020,"Census Tract 201, Canyon County, Idaho",Census Tract 201,Canyon County,Idaho,22.53483744
16027022100,2020,"Census Tract 221, Canyon County, Idaho",Census Tract 221,Canyon County,Idaho,10.45266715
16027022200,2020,"Census Tract 222, Canyon County, Idaho",Census Tract 222,Canyon County,Idaho,8.730812671
16027021901,2020,"Census Tract 219.01, Canyon County, Idaho",Census Tract 219.01,Canyon County,Idaho,13.85398025
16027022400,2020,"Census Tract 224, Canyon County, Idaho",Census Tract 224,Canyon County,Idaho,5.848416418
16027020300,2020,"Census Tract 203, Canyon County, Idaho",Census Tract 203,Canyon County,Idaho,17.33449158
16027021500,2020,"Census Tract 215, Canyon County, Idaho",Census Tract 215,Canyon County,Idaho,16.50593177
16059970300,2020,"Census Tract 9703, Lemhi County, Idaho",Census Tract 9703,Lemhi County,Idaho,4.143009393
16045960100,2020,"Census Tract 9601, Gem County, Idaho",Census Tract 9601,Gem County,Idaho,3.19605181
16045960200,2020,"Census Tract 9602, Gem County, Idaho",Census Tract 9602,Gem County,Idaho,8.02958026
16077960100,2020,"Census Tract 9601, Power County, Idaho",Census Tract 9601,Power County,Idaho,3.960297956
16077960200,2020,"Census Tract 9602, Power County, Idaho",Census Tract 9602,Power County,Idaho,4.525928371
16059970100,2020,"Census Tract 9701, Lemhi County, Idaho",Census Tract 9701,Lemhi County,Idaho,1.057795076
16019970401,2020,"Census Tract 9704.01, Bonneville County, Idaho",Census Tract 9704.01,Bonneville County,Idaho,18.24467215
16019971100,2020,"Census Tract 9711, Bonneville County, Idaho",Census Tract 9711,Bonneville County,Idaho,23.13679096
16019970402,2020,"Census Tract 9704.02, Bonneville County, Idaho",Census Tract 9704.02,Bonneville County,Idaho,14.37304711
16019970300,2020,"Census Tract 9703, Bonneville County, Idaho",Census Tract 9703,Bonneville County,Idaho,12.77700745
16059970200,2020,"Census Tract 9702, Lemhi County, Idaho",Census Tract 9702,Lemhi County,Idaho,3.017727077
16019970602,2020,"Census Tract 9706.02, Bonneville County, Idaho",Census Tract 9706.02,Bonneville County,Idaho,20.95407463
16019970603,2020,"Census Tract 9706.03, Bonneville County, Idaho",Census Tract 9706.03,Bonneville County,Idaho,20.51753163
16019971500,2020,"Census Tract 9715, Bonneville County, Idaho",Census Tract 9715,Bonneville County,Idaho,6.621514606
16019970503,2020,"Census Tract 9705.03, Bonneville County, Idaho",Census Tract 9705.03,Bonneville County,Idaho,9.90290116
16019970100,2020,"Census Tract 9701, Bonneville County, Idaho",Census Tract 9701,Bonneville County,Idaho,4.597370849
16019970601,2020,"Census Tract 9706.01, Bonneville County, Idaho",Census Tract 9706.01,Bonneville County,Idaho,20.95407463
16055001600,2020,"Census Tract 16, Kootenai County, Idaho",Census Tract 16,Kootenai County,Idaho,16.47115201
16055940000,2020,"Census Tract 9400, Kootenai County, Idaho",Census Tract 9400,Kootenai County,Idaho,7.852602197
16055001700,2020,"Census Tract 17, Kootenai County, Idaho",Census Tract 17,Kootenai County,Idaho,5.999105082
16019970502,2020,"Census Tract 9705.02, Bonneville County, Idaho",Census Tract 9705.02,Bonneville County,Idaho,18.27781868
16019970700,2020,"Census Tract 9707, Bonneville County, Idaho",Census Tract 9707,Bonneville County,Idaho,23.22409965
16019970800,2020,"Census Tract 9708, Bonneville County, Idaho",Census Tract 9708,Bonneville County,Idaho,21.82716107
16019970900,2020,"Census Tract 9709, Bonneville County, Idaho",Census Tract 9709,Bonneville County,Idaho,21.20352777
16019971000,2020,"Census Tract 9710, Bonneville County, Idaho",Census Tract 9710,Bonneville County,Idaho,24.22491255
16019971200,2020,"Census Tract 9712, Bonneville County, Idaho",Census Tract 9712,Bonneville County,Idaho,25.40112485
16019971302,2020,"Census Tract 9713.02, Bonneville County, Idaho",Census Tract 9713.02,Bonneville County,Idaho,26.53029096
16019971301,2020,"Census Tract 9713.01, Bonneville County, Idaho",Census Tract 9713.01,Bonneville County,Idaho,22.76307182
16079960200,2020,"Census Tract 9602, Shoshone County, Idaho",Census Tract 9602,Shoshone County,Idaho,1.515926675
16079960400,2020,"Census Tract 9604, Shoshone County, Idaho",Census Tract 9604,Shoshone County,Idaho,6.162342652
16079960300,2020,"Census Tract 9603, Shoshone County, Idaho",Census Tract 9603,Shoshone County,Idaho,4.349029446
16003950200,2020,"Census Tract 9502, Adams County, Idaho",Census Tract 9502,Adams County,Idaho,2.576626834
