GEOID,YEAR,NAME,TRACT_NAME,COUNTY,STATE,NO2_mgm3
53053072309,2020,"Census Tract 723.09, Pierce County, Washington",Census Tract 723.09,Pierce County,Washington,11.72699
53053072311,2020,"Census Tract 723.11, Pierce County, Washington",Census Tract 723.11,Pierce County,Washington,11.28560971
53053072407,2020,"Census Tract 724.07, Pierce County, Washington",Census Tract 724.07,Pierce County,Washington,9.340223829
53053072408,2020,"Census Tract 724.08, Pierce County, Washington",Census Tract 724.08,Pierce County,Washington,7.244518661
53053072409,2020,"Census Tract 724.09, Pierce County, Washington",Census Tract 724.09,Pierce County,Washington,5.871702439
53057950100,2020,"Census Tract 9501, Skagit County, Washington",Census Tract 9501,Skagit County,Washington,4.981230812
53057940700,2020,"Census Tract 9407, Skagit County, Washington",Census Tract 9407,Skagit County,Washington,11.93641937
53077000500,2020,"Census Tract 5, Yakima County, Washington",Census Tract 5,Yakima County,Washington,18.676799
53077000600,2020,"Census Tract 6, Yakima County, Washington",Census Tract 6,Yakima County,Washington,21.86708375
53077000700,2020,"Census Tract 7, Yakima County, Washington",Census Tract 7,Yakima County,Washington,19.4374081
53077000800,2020,"Census Tract 8, Yakima County, Washington",Census Tract 8,Yakima County,Washington,18.35197477
53077000100,2020,"Census Tract 1, Yakima County, Washington",Census Tract 1,Yakima County,Washington,21.59711981
53067012221,2020,"Census Tract 122.21, Thurston County, Washington",Census Tract 122.21,Thurston County,Washington,5.305265613
53067011822,2020,"Census Tract 118.22, Thurston County, Washington",Census Tract 118.22,Thurston County,Washington,6.318866173
53077001000,2020,"Census Tract 10, Yakima County, Washington",Census Tract 10,Yakima County,Washington,19.48390196
53077001300,2020,"Census Tract 13, Yakima County, Washington",Census Tract 13,Yakima County,Washington,16.00701124
53077001400,2020,"Census Tract 14, Yakima County, Washington",Census Tract 14,Yakima County,Washington,20.26208364
53035090202,2020,"Census Tract 902.02, Kitsap County, Washington",Census Tract 902.02,Kitsap County,Washington,7.244731852
53035090501,2020,"Census Tract 905.01, Kitsap County, Washington",Census Tract 905.01,Kitsap County,Washington,11.55106434
53077003100,2020,"Census Tract 31, Yakima County, Washington",Census Tract 31,Yakima County,Washington,8.479989118
53033024902,2020,"Census Tract 249.02, King County, Washington",Census Tract 249.02,King County,Washington,10.37989018
53033032002,2020,"Census Tract 320.02, King County, Washington",Census Tract 320.02,King County,Washington,7.884856606
53033032102,2020,"Census Tract 321.02, King County, Washington",Census Tract 321.02,King County,Washington,6.500125636
53033032500,2020,"Census Tract 325, King County, Washington",Census Tract 325,King County,Washington,3.554405426
53033000300,2020,"Census Tract 3, King County, Washington",Census Tract 3,King County,Washington,12.9415333
