XCoord,YCoord,FID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND
-131.56145724,55.32035159,0,02,130,000400,02130000400,4,Census Tract 4,G5020,S,19297494.000000
