"","GEOID","STATE","NO2_LEVELS","TOTAL_ADULTS","WHITE_ALONE","BLACK_ALONE","AIAN_ALONE","ASIAN_ALONE","NHPI_ALONE","OTHER_ALONE","TWO_MORE","HisLat_TOTAL","NotHisLat_TOTAL","INCOME_GROUP","UrbanRural"
"1232",36005020502,"New York",NA,1930,126,678,13,13,3,787,310,1273,657,"<$27,000","Urban"
"1233",36005020601,"New York",NA,2525,320,345,68,728,0,726,338,1214,1311,"$27,000 to <$52,000","Urban"
"1234",36005020900,"New York",NA,3651,251,1277,48,37,8,1466,564,2399,1252,"$27,000 to <$52,000","Urban"
"1235",36005021001,"New York",NA,7190,557,3617,54,984,6,1144,828,2412,4778,"$52,000 to <$85,000","Urban"
"1236",36005021100,"New York",NA,4226,229,1547,55,28,6,1738,623,2714,1512,"$27,000 to <$52,000","Urban"
"1237",36005021200,"New York",NA,5174,312,1842,31,1742,6,712,529,1387,3787,"$52,000 to <$85,000","Urban"
"1238",36005021302,"New York",NA,4368,217,1737,50,30,11,1743,580,2767,1601,"<$27,000","Urban"
"1239",36005021501,"New York",NA,3008,166,837,48,19,0,1414,524,2235,773,"$27,000 to <$52,000","Urban"
"1240",36005021502,"New York",NA,4697,271,1466,64,9,2,2112,773,3243,1454,"$27,000 to <$52,000","Urban"
"1241",36005022000,"New York",NA,1869,184,586,38,36,3,740,282,1216,653,"$27,000 to <$52,000","Urban"
"1242",36005022101,"New York",NA,2865,161,722,78,95,0,1424,385,2095,770,"$27,000 to <$52,000","Urban"
"1243",36005022102,"New York",NA,3846,284,634,121,34,3,2233,537,3263,583,"$27,000 to <$52,000","Urban"
"1244",36005022200,"New York",NA,2958,277,416,61,912,12,940,340,1448,1510,"$52,000 to <$85,000","Urban"
"1245",36005022300,"New York",NA,3893,272,772,36,34,8,2048,723,3124,769,"$27,000 to <$52,000","Urban"
"1246",36005022401,"New York",NA,2188,485,408,31,158,0,733,373,1353,835,"$27,000 to <$52,000","Urban"
"1247",36005022403,"New York",NA,2569,547,531,38,102,1,936,414,1636,933,"$52,000 to <$85,000","Urban"
"1248",36005022404,"New York",NA,3533,803,798,49,286,3,1040,554,1833,1700,"$52,000 to <$85,000","Urban"
"1249",36005022702,"New York",NA,1239,69,319,22,32,1,568,228,852,387,"<$27,000","Urban"
"1250",36005022703,"New York",NA,1312,85,238,12,88,1,669,219,971,341,"$52,000 to <$85,000","Urban"
"1251",36005022902,"New York",NA,2508,157,720,38,25,0,1214,354,1792,716,"$27,000 to <$52,000","Urban"
"1252",36005023000,"New York",NA,2204,512,331,47,201,0,676,437,1206,998,"$27,000 to <$52,000","Urban"
"1253",36005023100,"New York",NA,1087,70,345,22,2,1,510,137,759,328,"$27,000 to <$52,000","Urban"
"1254",36005023301,"New York",NA,3497,217,1271,53,39,1,1399,517,2260,1237,"$27,000 to <$52,000","Urban"
"1255",36005023302,"New York",NA,2674,157,515,39,18,8,1570,367,2144,530,"$27,000 to <$52,000","Urban"
"1256",36005023501,"New York",NA,2676,138,573,69,16,2,1474,404,2178,498,"$27,000 to <$52,000","Urban"
"1257",36005023502,"New York",NA,3435,233,823,61,75,8,1667,568,2579,856,"$27,000 to <$52,000","Urban"
"1258",36005023600,"New York",NA,1638,415,243,37,107,0,532,304,856,782,"$27,000 to <$52,000","Urban"
"1259",36005023703,"New York",NA,3761,316,966,83,47,0,1826,523,2762,999,"<$27,000","Urban"
"1260",36005023704,"New York",NA,2872,173,745,41,18,0,1453,442,2096,776,"<$27,000","Urban"
"1261",36005023900,"New York",NA,5847,377,1355,138,123,12,3086,756,4481,1366,"$27,000 to <$52,000","Urban"
"1262",36005024000,"New York",NA,3297,451,881,53,148,4,1306,454,2026,1271,"$27,000 to <$52,000","Urban"
"1263",36005024300,"New York",NA,4279,306,1232,60,57,0,2003,621,3096,1183,"$27,000 to <$52,000","Urban"
"1264",36005024600,"New York",NA,1805,775,166,4,249,0,385,226,669,1136,"$52,000 to <$85,000","Urban"
"1265",36005024700,"New York",NA,1471,75,743,10,35,1,434,173,680,791,"$52,000 to <$85,000","Urban"
"1266",36005024800,"New York",NA,2938,1404,313,16,382,0,542,281,951,1987,"$52,000 to <$85,000","Urban"
"1267",36005024900,"New York",NA,1,0,0,0,0,0,0,1,0,1,NA,"Rural"
"1268",36005025100,"New York",NA,5168,276,1299,57,417,2,2412,705,3495,1673,"$27,000 to <$52,000","Urban"
"1269",36005025400,"New York",NA,1738,946,66,13,178,1,351,183,564,1174,"$27,000 to <$52,000","Urban"
"1270",36005025500,"New York",NA,6385,843,1290,84,254,11,2894,1009,4537,1848,"$27,000 to <$52,000","Urban"
"1271",36005025600,"New York",NA,1545,489,246,11,157,0,421,221,714,831,"$27,000 to <$52,000","Urban"
"1272",36005026100,"New York",NA,1807,174,908,12,72,0,356,285,700,1107,"$27,000 to <$52,000","Urban"
"1273",36005026400,"New York",NA,4566,2024,409,36,429,3,1021,644,1980,2586,"$52,000 to <$85,000","Urban"
"1274",36005026500,"New York",NA,5403,440,891,108,397,8,2634,925,4145,1258,"$27,000 to <$52,000","Urban"
"1275",36005026601,"New York",NA,2715,1187,252,26,176,0,730,344,1300,1415,"$52,000 to <$85,000","Urban"
"1276",36005026701,"New York",NA,2957,304,400,46,427,2,1389,389,2130,827,"$27,000 to <$52,000","Urban"
"1277",36005026702,"New York",NA,5357,604,981,70,98,11,2709,884,4243,1114,"$27,000 to <$52,000","Urban"
"1278",36005027300,"New York",NA,6130,739,1192,69,92,2,2970,1066,4630,1500,"$27,000 to <$52,000","Urban"
"1279",36005027700,"New York",NA,3869,587,599,56,112,3,1836,676,2888,981,"$27,000 to <$52,000","Urban"
"1280",36005027900,"New York",NA,6449,1470,1054,89,274,0,2335,1227,3961,2488,"$52,000 to <$85,000","Urban"
"1281",36005028100,"New York",NA,3217,1226,597,23,104,1,782,484,1520,1697,"$52,000 to <$85,000","Urban"
"1282",36005028300,"New York",NA,1606,232,410,27,42,0,599,296,1071,535,NA,"Urban"
"1283",36005028500,"New York",NA,2869,1352,286,14,204,0,647,366,1166,1703,"$52,000 to <$85,000","Urban"
"1284",36005028700,"New York",NA,2980,692,338,54,276,14,1126,480,1870,1110,"$52,000 to <$85,000","Urban"
"1285",36005029301,"New York",NA,1758,1199,93,8,76,0,113,269,353,1405,"$85,000 to <$141,000","Urban"
"1286",36005029700,"New York",NA,3268,2070,251,9,267,2,326,343,676,2592,"$85,000 to <$141,000","Urban"
"1287",36005030100,"New York",NA,1388,851,174,4,92,1,123,143,378,1010,"$52,000 to <$85,000","Urban"
"1288",36005030701,"New York",NA,4584,3357,306,11,186,6,341,377,758,3826,"$85,000 to <$141,000","Urban"
"1289",36005031200,"New York",NA,1271,496,197,4,160,6,251,157,436,835,"$85,000 to <$141,000","Urban"
"1290",36005031600,"New York",NA,1652,629,273,8,272,4,289,177,521,1131,"$52,000 to <$85,000","Urban"
"1291",36005031800,"New York",NA,1620,578,260,14,230,0,351,187,558,1062,"$85,000 to <$141,000","Urban"
"1292",36005032400,"New York",NA,2395,511,757,27,109,0,671,320,1181,1214,"<$27,000","Urban"
"1293",36005033000,"New York",NA,4462,1487,870,64,262,4,1361,414,1951,2511,"$27,000 to <$52,000","Urban"
"1294",36005033201,"New York",NA,3265,756,706,48,91,4,1168,492,1928,1337,"$27,000 to <$52,000","Urban"
"1295",36005033202,"New York",NA,3405,629,1053,62,134,1,1039,487,1834,1571,"$27,000 to <$52,000","Urban"
"1296",36005033601,"New York",NA,3335,344,1559,64,86,0,912,370,1668,1667,"$27,000 to <$52,000",NA
"1297",36005033602,"New York",NA,1211,161,584,11,6,0,294,155,566,645,"$27,000 to <$52,000",NA
"1298",36005033700,"New York",NA,3108,1764,163,3,455,0,387,336,589,2519,"$85,000 to <$141,000","Urban"
"1299",36005033801,"New York",NA,1741,189,702,39,117,0,494,200,766,975,"$52,000 to <$85,000",NA
"1300",36005033802,"New York",NA,1295,99,651,17,55,0,298,175,511,784,"$27,000 to <$52,000",NA
"1301",36005034200,"New York",NA,1355,133,720,29,78,1,280,114,460,895,"$52,000 to <$85,000","Urban"
"1302",36005034300,"New York",NA,1363,562,226,10,82,0,285,198,530,833,"$52,000 to <$85,000","Urban"
"1303",36005034400,"New York",NA,1510,124,710,10,114,8,389,155,584,926,"$52,000 to <$85,000","Urban"
"1304",36005035900,"New York",NA,2717,198,979,43,73,0,1042,382,1710,1007,"<$27,000","Urban"
"1305",36005036000,"New York",NA,2463,375,1146,19,200,0,455,268,734,1729,"$52,000 to <$85,000","Urban"
"1306",36005036100,"New York",NA,4308,408,1216,80,53,1,1848,702,3149,1159,"<$27,000","Urban"
"1307",36005036400,"New York",NA,2075,49,1637,13,38,3,156,179,335,1740,"$52,000 to <$85,000","Urban"
"1308",36005036501,"New York",NA,2842,201,1390,40,18,7,839,347,1506,1336,"$27,000 to <$52,000","Urban"
"1309",36005036502,"New York",NA,1792,105,584,47,23,3,748,282,1185,607,"$27,000 to <$52,000","Urban"
"1310",36005036700,"New York",NA,1825,171,687,26,23,3,670,245,1126,699,"$27,000 to <$52,000","Urban"
"1311",36005036800,"New York",NA,1612,78,1142,7,38,0,216,131,398,1214,"$52,000 to <$85,000","Urban"
"1312",36005036901,"New York",NA,1398,138,396,22,10,5,611,216,1017,381,"<$27,000","Urban"
"1313",36005036902,"New York",NA,1699,158,765,26,9,1,495,245,958,741,"<$27,000","Urban"
"1314",36005037000,"New York",NA,1972,88,1312,6,93,5,313,155,531,1441,"$52,000 to <$85,000","Urban"
"1315",36005037300,"New York",NA,4365,300,1584,77,37,1,1680,686,2737,1628,"$27,000 to <$52,000","Urban"
"1316",36005037400,"New York",NA,2834,231,1498,36,49,0,684,336,1251,1583,"$27,000 to <$52,000","Urban"
"1317",36005037504,"New York",NA,2965,311,1186,26,29,6,1071,336,1822,1143,"<$27,000","Urban"
"1318",36005037600,"New York",NA,1798,157,833,27,84,5,478,214,740,1058,"$52,000 to <$85,000","Urban"
"1319",36005037800,"New York",NA,2719,163,1631,25,28,7,579,286,990,1729,"$27,000 to <$52,000","Urban"
"1320",36005038100,"New York",NA,5096,352,1329,93,82,4,2459,777,3764,1332,"$27,000 to <$52,000","Urban"
"1321",36005038200,"New York",NA,2190,73,1660,1,15,0,227,214,449,1741,"$27,000 to <$52,000","Urban"
"1322",36005038301,"New York",NA,3508,203,1012,68,62,4,1599,560,2474,1034,"$27,000 to <$52,000","Urban"
"1323",36005038304,"New York",NA,1704,154,587,21,19,0,674,249,1148,556,"<$27,000",NA
"1324",36005038500,"New York",NA,3755,328,1367,77,25,2,1516,440,2298,1457,"<$27,000","Urban"
"1325",36005038700,"New York",NA,2504,449,671,45,81,1,949,308,1462,1042,"$27,000 to <$52,000","Urban"
"1326",36005038900,"New York",NA,3635,1003,613,76,139,0,1361,443,2086,1549,"$27,000 to <$52,000","Urban"
"1327",36005039200,"New York",NA,1404,66,970,24,10,0,213,121,399,1005,"$27,000 to <$52,000","Urban"
"1328",36005039300,"New York",NA,5821,585,1999,76,31,9,2271,850,3761,2060,"<$27,000","Urban"
"1329",36005039600,"New York",NA,3393,91,2423,10,70,1,519,279,807,2586,"$27,000 to <$52,000","Urban"
"1330",36005039800,"New York",NA,2532,58,2019,18,21,0,236,180,391,2141,"$52,000 to <$85,000","Urban"
"1331",36005039901,"New York",NA,3979,290,845,72,268,1,1961,542,2758,1221,"$27,000 to <$52,000","Urban"
"1332",36005039902,"New York",NA,4003,275,924,86,128,18,1937,635,2934,1069,"$27,000 to <$52,000","Urban"
"1333",36005040302,"New York",NA,3108,254,437,77,128,2,1685,525,2549,559,"$27,000 to <$52,000","Urban"
"1334",36005040303,"New York",NA,3738,302,716,47,107,5,1873,688,2891,847,"$27,000 to <$52,000","Urban"
"1335",36005040304,"New York",NA,3076,217,537,37,226,0,1562,497,2344,732,"$27,000 to <$52,000","Urban"
"1336",36005040400,"New York",NA,2738,76,2055,12,30,0,317,248,556,2182,"$85,000 to <$141,000","Urban"
"1337",36005040501,"New York",NA,3270,223,755,87,60,6,1611,528,2415,855,"$27,000 to <$52,000","Urban"
"1338",36005040502,"New York",NA,5450,388,1614,116,131,8,2356,837,3614,1836,"$27,000 to <$52,000","Urban"
"1339",36005040800,"New York",NA,3324,189,1721,43,147,0,891,333,1351,1973,"$27,000 to <$52,000","Urban"
"1340",36005041100,"New York",NA,2462,328,523,62,85,0,1062,402,1701,761,"$27,000 to <$52,000","Urban"
"1341",36005041300,"New York",NA,6003,1013,1130,100,242,0,2571,947,3967,2036,"$52,000 to <$85,000","Urban"
"1342",36005041500,"New York",NA,4576,804,869,68,308,0,1810,717,2902,1674,"$27,000 to <$52,000","Urban"
"1343",36005041800,"New York",NA,3002,231,1559,46,177,5,673,311,941,2061,"$52,000 to <$85,000","Urban"
"1344",36005042000,"New York",NA,2948,223,1508,24,121,2,736,334,1210,1738,"$27,000 to <$52,000","Urban"
"1345",36005042200,"New York",NA,2534,112,1800,15,49,0,335,223,561,1973,"$52,000 to <$85,000","Urban"
"1346",36005042300,"New York",NA,2975,503,523,86,318,0,1147,398,1801,1174,"$27,000 to <$52,000","Urban"
"1347",36005042901,"New York",NA,2767,319,509,62,491,1,1081,304,1584,1183,"$27,000 to <$52,000","Urban"
"1348",36005042902,"New York",NA,3323,437,933,48,301,6,1165,433,1929,1394,"$27,000 to <$52,000","Urban"
"1349",36005043000,"New York",NA,2371,116,1691,18,78,0,273,195,435,1936,"$52,000 to <$85,000","Urban"
"1350",36005043101,"New York",NA,3875,340,848,45,809,9,1424,400,2071,1804,"$27,000 to <$52,000",NA
"1351",36005043501,"New York",NA,783,36,459,4,24,1,161,98,291,492,"$27,000 to <$52,000",NA
"1352",36005043600,"New York",NA,1637,84,1123,8,67,0,188,167,286,1351,"$52,000 to <$85,000","Urban"
"1353",36005044800,"New York",NA,1631,43,1322,6,30,0,122,108,216,1415,"$85,000 to <$141,000","Urban"
"1354",36005044902,"New York",NA,1873,1379,135,5,36,0,173,145,379,1494,"$52,000 to <$85,000","Urban"
"1355",36005045102,"New York",NA,1744,1287,147,8,33,1,148,120,276,1468,"$52,000 to <$85,000","Urban"
"1356",36005046000,"New York",NA,2302,89,1546,9,14,0,353,291,692,1610,"$27,000 to <$52,000","Urban"
"1357",36005046204,"New York",NA,4715,530,3038,29,58,0,555,505,1294,3421,"$52,000 to <$85,000",NA
"1358",36005046206,"New York",NA,3705,298,2662,35,53,1,323,333,791,2914,"$27,000 to <$52,000",NA
"1359",36005046207,"New York",NA,5322,493,3550,29,68,0,646,536,1365,3957,"$52,000 to <$85,000",NA
"1360",36007001200,"New York",NA,1692,1256,152,13,130,0,32,109,164,1528,"<$27,000","Urban"
"1361",36011990200,"New York",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"1362",36013990000,"New York",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"1363",36029001403,"New York",NA,1412,48,1246,9,16,0,34,59,89,1323,"<$27,000",NA
"1364",36029005202,"New York",NA,2299,766,1278,1,87,1,66,100,175,2124,"$27,000 to <$52,000","Urban"
"1365",36029006501,"New York",NA,2545,1835,245,23,173,0,108,161,231,2314,"$52,000 to <$85,000","Urban"
"1366",36029006802,"New York",NA,2504,1944,182,35,73,0,111,159,237,2267,"$27,000 to <$52,000",NA
"1367",36029010400,"New York",NA,1829,821,660,5,190,1,43,109,115,1714,"$27,000 to <$52,000","Urban"
"1368",36029010807,"New York",NA,4482,3864,343,17,98,0,63,97,157,4325,"$52,000 to <$85,000","Urban"
"1369",36047000100,"New York",NA,3872,2765,273,10,393,0,94,337,338,3534,"$85,000 to <$141,000","Urban"
"1370",36047000501,"New York",NA,3891,3033,107,1,406,0,98,246,272,3619,">=$141,000","Urban"
"1371",36047000502,"New York",NA,2334,1844,72,3,193,0,45,177,153,2181,">=$141,000","Urban"
"1372",36047000700,"New York",NA,3562,2726,121,3,325,0,85,302,300,3262,">=$141,000","Urban"
"1373",36047000900,"New York",NA,4390,3188,174,7,549,2,104,366,377,4013,">=$141,000","Urban"
"1374",36047001100,"New York",NA,1422,736,150,5,347,0,46,138,163,1259,">=$141,000","Urban"
"1375",36047001502,"New York",NA,5208,2228,650,7,1720,6,168,429,513,4695,"$85,000 to <$141,000",NA
"1376",36047001803,"New York",NA,12,5,1,0,3,0,1,2,3,9,NA,NA
"1377",36047001804,"New York",NA,0,0,0,0,0,0,0,0,0,0,NA,NA
"1378",36047002000,"New York",NA,1289,201,146,80,80,3,569,210,962,327,"$27,000 to <$52,000","Urban"
"1379",36047002300,"New York",NA,3051,190,1524,31,607,2,437,260,861,2190,"<$27,000","Urban"
"1380",36047002901,"New York",NA,2452,186,1220,21,492,2,331,200,633,1819,"<$27,000","Urban"
"1381",36047003101,"New York",NA,3065,1124,783,1,694,1,163,299,344,2721,">=$141,000",NA
"1382",36047003102,"New York",NA,0,0,0,0,0,0,0,0,0,0,NA,NA
"1383",36047003400,"New York",NA,2757,1777,67,9,531,0,183,190,408,2349,"$52,000 to <$85,000","Urban"
"1384",36047003500,"New York",NA,2092,967,585,4,241,6,81,208,220,1872,"$85,000 to <$141,000","Urban"
"1385",36047003800,"New York",NA,1245,907,13,0,167,0,50,108,122,1123,"$52,000 to <$85,000","Urban"
"1386",36047003900,"New York",NA,2262,1268,353,8,249,0,168,216,333,1929,"$85,000 to <$141,000","Urban"
"1387",36047004100,"New York",NA,2898,1916,304,4,288,0,141,245,346,2552,">=$141,000","Urban"
"1388",36047004600,"New York",NA,915,724,9,1,76,0,32,73,88,827,"$85,000 to <$141,000","Urban"
"1389",36047004700,"New York",NA,1469,893,194,17,98,0,117,150,286,1183,"$85,000 to <$141,000","Urban"
"1390",36047004900,"New York",NA,1930,1342,173,10,148,0,98,159,238,1692,">=$141,000","Urban"
"1391",36047005000,"New York",NA,2062,1643,28,5,170,0,86,130,228,1834,"$85,000 to <$141,000","Urban"
"1392",36047005100,"New York",NA,1979,1386,84,4,158,0,124,223,316,1663,">=$141,000","Urban"
"1393",36047005400,"New York",NA,2896,2135,59,26,293,0,171,212,425,2471,"$52,000 to <$85,000","Urban"
"1394",36047005601,"New York",NA,2310,1736,42,4,207,0,155,166,318,1992,"$52,000 to <$85,000","Urban"
"1395",36047005602,"New York",NA,1478,1140,26,5,137,0,83,87,173,1305,"$52,000 to <$85,000","Urban"
"1396",36047005800,"New York",NA,2828,1974,66,27,329,0,247,185,480,2348,"$52,000 to <$85,000","Urban"
"1397",36047006200,"New York",NA,2401,1601,76,22,296,0,237,169,401,2000,"$52,000 to <$85,000","Urban"
"1398",36047006300,"New York",NA,1528,1220,36,2,113,1,40,116,148,1380,">=$141,000","Urban"
"1399",36047006500,"New York",NA,4304,3538,87,10,249,1,108,311,375,3929,">=$141,000","Urban"
"1400",36047006600,"New York",NA,3203,1981,92,27,419,0,378,306,702,2501,"$52,000 to <$85,000","Urban"
"1401",36047006700,"New York",NA,2716,2250,27,5,176,0,46,212,190,2526,">=$141,000","Urban"
"1402",36047006800,"New York",NA,4157,2159,133,55,824,3,660,323,1060,3097,"$52,000 to <$85,000","Urban"
"1403",36047006901,"New York",NA,1358,1049,41,5,95,0,41,127,152,1206,"$85,000 to <$141,000",NA
"1404",36047006902,"New York",NA,1579,1172,46,8,121,0,72,160,224,1355,">=$141,000",NA
"1405",36047007000,"New York",NA,2025,1149,107,6,390,0,187,186,417,1608,"$52,000 to <$85,000","Urban"
"1406",36047007100,"New York",NA,3368,877,1255,31,259,1,574,371,1117,2251,"$27,000 to <$52,000","Urban"
"1407",36047007400,"New York",NA,4282,540,85,149,1275,6,1810,417,2587,1695,"$52,000 to <$85,000","Urban"
"1408",36047007600,"New York",NA,3763,636,96,99,867,0,1643,422,2303,1460,"$52,000 to <$85,000","Urban"
"1409",36047008000,"New York",NA,3161,576,125,120,441,0,1348,551,2169,992,"$52,000 to <$85,000","Urban"
"1410",36047008200,"New York",NA,3165,771,157,91,397,8,1292,449,1986,1179,"$27,000 to <$52,000","Urban"
"1411",36047008500,"New York",NA,4958,460,2290,80,328,4,1247,549,2331,2627,"<$27,000","Urban"
"1412",36047008800,"New York",NA,2567,806,98,79,458,1,794,331,1264,1303,"$52,000 to <$85,000","Urban"
"1413",36047009001,"New York",NA,1385,213,32,59,502,0,477,102,659,726,"$52,000 to <$85,000",NA
"1414",36047009201,"New York",NA,1600,316,22,29,818,0,303,112,501,1099,"$52,000 to <$85,000",NA
"1415",36047009202,"New York",NA,2592,347,105,75,1168,1,670,226,1033,1559,"$27,000 to <$52,000",NA
"1416",36047009401,"New York",NA,2317,159,16,51,1648,1,316,126,503,1814,"$27,000 to <$52,000",NA
"1417",36047009402,"New York",NA,2275,484,37,19,1428,0,245,62,317,1958,"$52,000 to <$85,000",NA
"1418",36047009800,"New York",NA,5449,466,118,115,2657,3,1621,469,2460,2989,"$52,000 to <$85,000","Urban"
"1419",36047010000,"New York",NA,5774,498,99,95,3498,1,1201,382,1806,3968,"$52,000 to <$85,000","Urban"
"1420",36047010100,"New York",NA,3614,1352,380,120,250,20,1033,459,1752,1862,"$85,000 to <$141,000","Urban"
"1421",36047010401,"New York",NA,2258,151,13,0,1938,1,124,31,163,2095,"$27,000 to <$52,000",NA
"1422",36047010402,"New York",NA,2207,200,22,0,1833,1,84,67,143,2064,"$27,000 to <$52,000",NA
"1423",36047010601,"New York",NA,2305,165,13,15,1823,0,221,68,323,1982,"$27,000 to <$52,000",NA
"1424",36047010801,"New York",NA,2112,101,6,18,1747,0,190,50,273,1839,"$27,000 to <$52,000",NA
"1425",36047010802,"New York",NA,2188,222,29,37,1649,0,193,58,307,1881,"$27,000 to <$52,000",NA
"1426",36047011000,"New York",NA,1885,438,57,45,648,0,552,145,798,1087,"$52,000 to <$85,000","Urban"
"1427",36047011200,"New York",NA,4557,1528,135,87,1486,7,889,425,1417,3140,"$27,000 to <$52,000","Urban"
"1428",36047011400,"New York",NA,2944,1345,188,23,844,1,343,200,511,2433,"$52,000 to <$85,000","Urban"
"1429",36047011600,"New York",NA,4019,418,43,10,3178,0,268,102,402,3617,"$27,000 to <$52,000","Urban"
"1430",36047011700,"New York",NA,2251,1315,104,25,232,1,316,258,586,1665,"$85,000 to <$141,000","Urban"
"1431",36047012000,"New York",NA,880,89,5,3,680,0,72,31,105,775,"$27,000 to <$52,000","Urban"
"1432",36047012200,"New York",NA,4189,634,104,99,1848,0,1170,334,1701,2488,"$27,000 to <$52,000","Urban"
"1433",36047012700,"New York",NA,3344,1158,1115,9,244,0,475,343,985,2359,"$52,000 to <$85,000","Urban"
"1434",36047012902,"New York",NA,2820,1521,550,2,295,0,133,319,396,2424,"$85,000 to <$141,000","Urban"
"1435",36047013000,"New York",NA,4120,2180,122,35,913,0,509,361,830,3290,"$52,000 to <$85,000","Urban"
"1436",36047013300,"New York",NA,3492,2446,176,9,391,1,125,344,418,3074,">=$141,000","Urban"
"1437",36047013500,"New York",NA,2918,1994,220,14,295,2,159,234,372,2546,">=$141,000","Urban"
"1438",36047013600,"New York",NA,3260,2094,57,28,464,1,354,262,616,2644,"$85,000 to <$141,000","Urban"
"1439",36047013700,"New York",NA,2784,1886,186,13,239,0,166,294,431,2353,"$85,000 to <$141,000","Urban"
"1440",36047013800,"New York",NA,2703,1762,64,30,369,0,260,218,520,2183,"$52,000 to <$85,000","Urban"
"1441",36047013900,"New York",NA,3108,2046,252,8,270,0,232,300,519,2589,">=$141,000","Urban"
"1442",36047014000,"New York",NA,1714,1225,14,14,288,3,86,84,198,1516,"$52,000 to <$85,000","Urban"
"1443",36047014101,"New York",NA,1233,715,143,2,152,2,94,125,221,1012,"$85,000 to <$141,000",NA
"1444",36047014300,"New York",NA,3059,1717,152,33,330,1,477,349,853,2206,"$85,000 to <$141,000","Urban"
"1445",36047014800,"New York",NA,1022,797,4,4,132,0,46,39,102,920,"$52,000 to <$85,000","Urban"
"1446",36047014901,"New York",NA,1228,861,92,7,110,0,52,106,152,1076,">=$141,000",NA
"1447",36047014902,"New York",NA,2919,1959,109,8,241,1,219,382,520,2399,">=$141,000",NA
"1448",36047015100,"New York",NA,2878,2211,100,5,223,1,105,233,284,2594,">=$141,000","Urban"
"1449",36047015200,"New York",NA,2071,1304,41,2,446,0,152,126,297,1774,"$52,000 to <$85,000","Urban"
"1450",36047015300,"New York",NA,2058,1612,72,2,170,2,49,151,195,1863,"$85,000 to <$141,000","Urban"
"1451",36047015700,"New York",NA,3553,2781,159,7,253,4,74,275,236,3317,">=$141,000","Urban"
"1452",36047015900,"New York",NA,4362,3285,258,5,348,4,128,334,289,4073,">=$141,000","Urban"
"1453",36047016000,"New York",NA,3511,1882,125,39,727,0,462,276,810,2701,"$52,000 to <$85,000","Urban"
"1454",36047016300,"New York",NA,3349,1997,599,13,364,1,99,276,274,3075,"$85,000 to <$141,000","Urban"
"1455",36047016900,"New York",NA,3616,2320,142,15,495,1,320,323,634,2982,"$85,000 to <$141,000","Urban"
"1456",36047017000,"New York",NA,2845,1378,19,11,1164,1,156,116,291,2554,"$85,000 to <$141,000","Urban"
"1457",36047017100,"New York",NA,2885,2301,61,7,215,0,89,212,236,2649,"$85,000 to <$141,000","Urban"
"1458",36047017400,"New York",NA,1532,789,8,10,553,0,92,80,178,1354,"$85,000 to <$141,000","Urban"
"1459",36047017600,"New York",NA,1936,858,23,31,715,2,184,123,349,1587,"$52,000 to <$85,000","Urban"
"1460",36047017900,"New York",NA,3285,886,1651,19,252,0,198,279,504,2781,"$85,000 to <$141,000","Urban"
"1461",36047018000,"New York",NA,2421,898,41,49,1027,0,275,131,457,1964,"$52,000 to <$85,000","Urban"
"1462",36047018200,"New York",NA,2916,837,20,21,1706,0,207,125,356,2560,"$52,000 to <$85,000","Urban"
"1463",36047018501,"New York",NA,3333,391,1717,18,404,15,476,312,957,2376,"$27,000 to <$52,000","Urban"
"1464",36047018600,"New York",NA,1907,713,29,34,963,0,92,76,211,1696,"$52,000 to <$85,000","Urban"
"1465",36047018800,"New York",NA,2400,1048,22,20,1003,0,242,65,354,2046,"$52,000 to <$85,000","Urban"
"1466",36047019000,"New York",NA,3784,1152,70,50,1644,0,675,193,968,2816,"$27,000 to <$52,000","Urban"
"1467",36047019400,"New York",NA,2808,623,24,52,1558,0,411,140,590,2218,"$52,000 to <$85,000","Urban"
"1468",36047019500,"New York",NA,3167,1579,837,11,222,2,207,309,414,2753,"$85,000 to <$141,000","Urban"
"1469",36047019900,"New York",NA,3448,1704,928,11,324,0,133,348,390,3058,"$85,000 to <$141,000","Urban"
"1470",36047020000,"New York",NA,1859,855,23,14,681,2,195,89,288,1571,"$52,000 to <$85,000","Urban"
"1471",36047020100,"New York",NA,3256,1770,915,7,206,0,82,276,260,2996,"$85,000 to <$141,000","Urban"
"1472",36047020200,"New York",NA,1682,916,13,3,596,0,61,93,162,1520,"$85,000 to <$141,000","Urban"
"1473",36047020500,"New York",NA,2805,1691,476,10,277,0,97,254,222,2583,"$85,000 to <$141,000","Urban"
"1474",36047020600,"New York",NA,1972,1053,12,3,637,0,141,126,266,1706,"$85,000 to <$141,000","Urban"
"1475",36047020700,"New York",NA,4063,2369,824,14,332,1,144,379,386,3677,"$85,000 to <$141,000","Urban"
"1476",36047020800,"New York",NA,2911,989,27,18,1614,1,139,123,298,2613,"$52,000 to <$85,000","Urban"
"1477",36047021000,"New York",NA,3485,990,39,29,2016,0,246,165,441,3044,"$27,000 to <$52,000","Urban"
"1478",36047021300,"New York",NA,3363,825,1941,10,131,3,121,332,337,3026,"$52,000 to <$85,000","Urban"
"1479",36047021400,"New York",NA,1638,603,5,9,855,0,128,38,126,1512,"$52,000 to <$85,000","Urban"
"1480",36047021600,"New York",NA,2477,1725,20,3,459,0,153,117,149,2328,"$27,000 to <$52,000","Urban"
