"","GEOID","STATE","NO2_LEVELS","TOTAL_ADULTS","WHITE_ALONE","BLACK_ALONE","AIAN_ALONE","ASIAN_ALONE","NHPI_ALONE","OTHER_ALONE","TWO_MORE","HisLat_TOTAL","NotHisLat_TOTAL","INCOME_GROUP","UrbanRural"
"682",17031070300,"Illinois",NA,3871,3251,75,5,241,2,81,216,259,3612,">=$141,000","Urban"
"683",17031070500,"Illinois",NA,2733,2250,123,0,156,0,77,127,175,2558,"$85,000 to <$141,000","Urban"
"684",17031071100,"Illinois",NA,2693,2255,112,0,129,1,58,138,181,2512,">=$141,000","Urban"
"685",17031071300,"Illinois",NA,3262,2740,53,7,238,1,46,177,185,3077,"$85,000 to <$141,000","Urban"
"686",17031071600,"Illinois",NA,1364,1061,92,2,103,0,29,77,69,1295,">=$141,000","Urban"
"687",17031080100,"Illinois",NA,5976,5134,134,7,329,0,73,299,314,5662,"$85,000 to <$141,000","Urban"
"688",17031080202,"Illinois",NA,3954,3287,75,16,295,0,87,194,282,3672,"$85,000 to <$141,000","Urban"
"689",17031080400,"Illinois",NA,3404,1420,1593,12,162,0,58,159,152,3252,"$27,000 to <$52,000","Urban"
"690",17031081201,"Illinois",NA,4820,3865,228,0,399,0,64,264,272,4548,"$85,000 to <$141,000","Urban"
"691",17031081202,"Illinois",NA,3137,2724,86,5,182,0,26,114,106,3031,">=$141,000","Urban"
"692",17031081500,"Illinois",NA,5585,4146,161,7,876,4,73,318,324,5261,"$85,000 to <$141,000","Urban"
"693",17031081900,"Illinois",NA,1163,723,256,1,83,0,13,87,79,1084,">=$141,000","Urban"
"694",17031140301,"Illinois",NA,2060,379,123,80,588,0,573,317,1004,1056,"$52,000 to <$85,000","Urban"
"695",17031140601,"Illinois",NA,1965,526,92,49,387,0,647,264,1036,929,"$52,000 to <$85,000","Urban"
"696",17031160502,"Illinois",NA,2670,1087,137,46,271,1,751,377,1238,1432,"$52,000 to <$85,000","Urban"
"697",17031200300,"Illinois",NA,1572,385,56,47,22,0,761,301,1317,255,"$52,000 to <$85,000","Urban"
"698",17031210601,"Illinois",NA,2249,961,80,69,169,1,602,367,1112,1137,"$52,000 to <$85,000","Urban"
"699",17031210800,"Illinois",NA,843,399,18,18,42,0,242,124,413,430,"$52,000 to <$85,000","Urban"
"700",17031220400,"Illinois",NA,2217,1500,55,27,115,0,249,271,575,1642,"$85,000 to <$141,000","Urban"
"701",17031220902,"Illinois",NA,2280,781,74,89,24,0,901,411,1542,738,"$52,000 to <$85,000","Urban"
"702",17031221100,"Illinois",NA,3824,2238,241,50,146,0,679,470,1490,2334,"$52,000 to <$85,000","Urban"
"703",17031221300,"Illinois",NA,2704,1748,109,29,154,2,362,300,768,1936,"$52,000 to <$85,000","Urban"
"704",17031222500,"Illinois",NA,1192,721,61,6,33,1,199,171,392,800,"$85,000 to <$141,000","Urban"
"705",17031222800,"Illinois",NA,773,299,69,10,14,0,246,135,420,353,"$52,000 to <$85,000","Urban"
"706",17031230200,"Illinois",NA,1426,489,117,17,48,1,417,337,842,584,"$52,000 to <$85,000","Urban"
"707",17031231100,"Illinois",NA,878,104,455,4,0,0,205,110,359,519,"$52,000 to <$85,000","Urban"
"708",17031240300,"Illinois",NA,1102,903,13,9,76,0,34,67,115,987,"$85,000 to <$141,000","Urban"
"709",17031240700,"Illinois",NA,1213,551,162,17,62,2,243,176,495,718,"$52,000 to <$85,000","Urban"
"710",17031241200,"Illinois",NA,1505,1092,62,9,111,0,99,132,270,1235,"$85,000 to <$141,000","Urban"
"711",17031242000,"Illinois",NA,4219,2447,648,39,279,0,330,476,874,3345,"$85,000 to <$141,000","Urban"
"712",17031242200,"Illinois",NA,3635,2801,101,14,202,4,198,315,488,3147,"$85,000 to <$141,000","Urban"
"713",17031242400,"Illinois",NA,2599,2157,50,2,126,0,105,159,232,2367,"$85,000 to <$141,000","Urban"
"714",17031242700,"Illinois",NA,1548,771,316,7,37,0,218,199,555,993,"$52,000 to <$85,000","Urban"
"715",17031242900,"Illinois",NA,1619,1212,61,7,85,0,98,156,270,1349,"$85,000 to <$141,000","Urban"
"716",17031243100,"Illinois",NA,1808,1094,39,15,135,0,303,222,567,1241,"$85,000 to <$141,000","Urban"
"717",17031260300,"Illinois",NA,1147,25,1037,9,2,0,37,37,87,1060,"<$27,000","Urban"
"718",17031260600,"Illinois",NA,1518,15,1390,6,0,3,62,42,101,1417,"$27,000 to <$52,000","Urban"
"719",17031270500,"Illinois",NA,1144,9,1083,7,0,0,11,34,33,1111,"<$27,000","Urban"
"720",17031271300,"Illinois",NA,732,26,651,2,4,1,25,23,45,687,"<$27,000","Urban"
"721",17031280900,"Illinois",NA,721,117,540,1,18,0,22,23,38,683,"<$27,000","Urban"
"722",17031282800,"Illinois",NA,1435,557,216,17,311,0,177,157,344,1091,"$52,000 to <$85,000","Urban"
"723",17031283200,"Illinois",NA,1318,507,397,0,279,0,48,87,124,1194,"$52,000 to <$85,000","Urban"
"724",17031300600,"Illinois",NA,2323,236,284,117,14,0,1189,483,1924,399,"$27,000 to <$52,000","Urban"
"725",17031310400,"Illinois",NA,1197,511,41,36,42,2,366,199,714,483,"$52,000 to <$85,000","Urban"
"726",17031340300,"Illinois",NA,1587,280,35,8,1203,1,30,30,92,1495,"$27,000 to <$52,000","Urban"
"727",17031380100,"Illinois",NA,1744,86,1509,4,14,3,36,92,63,1681,"<$27,000","Urban"
"728",17031381500,"Illinois",NA,545,8,505,3,0,0,7,22,16,529,"<$27,000","Urban"
"729",17031381700,"Illinois",NA,17,2,8,0,0,0,4,3,8,9,NA,"Rural"
"730",17031400500,"Illinois",NA,1651,28,1579,0,0,0,7,37,35,1616,"<$27,000","Urban"
"731",17031410100,"Illinois",NA,2049,609,1044,2,208,3,48,135,124,1925,"$27,000 to <$52,000","Urban"
"732",17031410200,"Illinois",NA,1063,437,312,0,145,0,17,152,131,932,"$27,000 to <$52,000","Urban"
"733",17031420300,"Illinois",NA,2524,936,883,4,419,0,78,204,229,2295,"$27,000 to <$52,000","Urban"
"734",17031420500,"Illinois",NA,1659,41,1537,5,10,0,6,60,21,1638,"<$27,000","Urban"
"735",17031421200,"Illinois",NA,1104,15,1038,1,2,0,18,30,17,1087,"<$27,000","Urban"
"736",17031430500,"Illinois",NA,3165,24,3002,7,3,0,27,102,74,3091,"<$27,000","Urban"
"737",17031430600,"Illinois",NA,1351,37,1223,2,13,0,20,56,17,1334,"$52,000 to <$85,000","Urban"
"738",17031430700,"Illinois",NA,1881,67,1727,1,5,0,20,61,46,1835,"<$27,000","Urban"
"739",17031431400,"Illinois",NA,5644,181,5157,14,30,1,59,202,147,5497,"$27,000 to <$52,000","Urban"
"740",17031580600,"Illinois",NA,3862,707,53,170,388,0,1692,852,3128,734,"$27,000 to <$52,000","Urban"
"741",17031580800,"Illinois",NA,1444,201,22,76,30,2,741,372,1310,134,"$52,000 to <$85,000","Urban"
"742",17031610400,"Illinois",NA,1413,270,21,70,11,2,777,262,1342,71,"$27,000 to <$52,000","Urban"
"743",17031611300,"Illinois",NA,2505,342,209,96,10,4,1427,417,2192,313,"$27,000 to <$52,000","Urban"
"744",17031611800,"Illinois",NA,1560,103,702,67,4,5,571,108,820,740,"$27,000 to <$52,000","Urban"
"745",17031640800,"Illinois",NA,1323,376,15,43,22,0,519,348,1087,236,"$27,000 to <$52,000","Urban"
"746",17031660301,"Illinois",NA,1317,95,364,34,0,0,601,223,892,425,"<$27,000","Urban"
"747",17031670300,"Illinois",NA,920,24,710,20,5,0,143,18,207,713,"<$27,000","Urban"
"748",17031670500,"Illinois",NA,834,19,560,9,0,0,185,61,260,574,"$27,000 to <$52,000","Urban"
"749",17031670700,"Illinois",NA,943,26,752,8,0,2,110,45,172,771,"$27,000 to <$52,000","Urban"
"750",17031670900,"Illinois",NA,866,2,727,8,2,3,97,27,151,715,"$27,000 to <$52,000","Urban"
"751",17031671200,"Illinois",NA,697,18,563,9,0,0,64,43,109,588,"$27,000 to <$52,000","Urban"
"752",17031671400,"Illinois",NA,1139,34,882,3,0,2,146,72,233,906,"<$27,000","Urban"
"753",17031710100,"Illinois",NA,772,18,717,6,0,1,11,19,43,729,"<$27,000","Urban"
"754",17031710300,"Illinois",NA,1099,9,1014,14,2,1,30,29,73,1026,"$27,000 to <$52,000","Urban"
"755",17031814000,"Illinois",NA,3552,658,143,116,28,1,1548,1058,3045,507,"$52,000 to <$85,000","Urban"
"756",17031831000,"Illinois",NA,2204,1799,36,8,137,1,52,171,203,2001,">=$141,000","Urban"
"757",17031832000,"Illinois",NA,1907,1569,55,1,94,0,43,145,168,1739,"$85,000 to <$141,000","Urban"
"758",17031836300,"Illinois",NA,1275,445,606,0,123,1,18,82,81,1194,"$27,000 to <$52,000","Urban"
"759",17031836900,"Illinois",NA,1000,52,849,6,11,0,48,34,90,910,"<$27,000","Urban"
"760",17031839800,"Illinois",NA,2256,1015,27,19,811,3,167,214,430,1826,"$52,000 to <$85,000","Urban"
"761",17031840800,"Illinois",NA,2380,350,12,61,1,0,1502,454,2307,73,"$27,000 to <$52,000","Urban"
"762",17031841500,"Illinois",NA,1907,53,1746,6,1,0,49,52,97,1810,"$27,000 to <$52,000","Urban"
"763",17031841700,"Illinois",NA,1191,200,544,24,0,2,291,130,527,664,"<$27,000","Urban"
"764",17031843600,"Illinois",NA,2373,100,2105,8,12,0,43,105,101,2272,"$27,000 to <$52,000","Urban"
"765",17097990000,"Illinois",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"766",17161020700,"Illinois",NA,1194,670,139,18,25,0,190,152,383,811,"$27,000 to <$52,000","Urban"
"767",18091990000,"Indiana",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"768",18127990000,"Indiana",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"769",19061000300,"Iowa",NA,1601,1441,61,6,13,19,15,46,29,1572,"$27,000 to <$52,000","Urban"
"770",20173002300,"Kansas",NA,1546,1211,77,22,9,0,65,162,180,1366,"$52,000 to <$85,000","Urban"
"771",21111007601,"Kentucky",NA,1632,1389,104,2,43,0,18,76,32,1600,"$52,000 to <$85,000","Urban"
"772",21111008500,"Kentucky",NA,1684,1476,42,8,36,0,29,93,50,1634,"$52,000 to <$85,000","Urban"
"773",22045990000,"Louisiana",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"774",22051029400,"Louisiana",NA,2865,2533,17,4,80,0,54,177,218,2647,"$52,000 to <$85,000",NA
"775",22051990000,"Louisiana",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"776",22057990000,"Louisiana",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"777",22071001402,"Louisiana",NA,1623,240,1253,8,3,1,37,81,64,1559,"<$27,000","Urban"
"778",22071001600,"Louisiana",NA,107,2,102,0,0,1,0,2,1,106,NA,"Urban"
"779",22071001757,"Louisiana",NA,882,8,846,1,0,0,8,19,22,860,"$27,000 to <$52,000",NA
"780",22071002200,"Louisiana",NA,1014,128,803,3,2,0,23,55,48,966,"<$27,000","Urban"
"781",22071002600,"Louisiana",NA,1052,841,98,7,6,0,17,83,59,993,"$52,000 to <$85,000","Urban"
"782",22071002800,"Louisiana",NA,1195,100,996,2,4,0,27,66,41,1154,"<$27,000","Urban"
"783",22071003400,"Louisiana",NA,1148,442,606,3,12,0,20,65,56,1092,"$27,000 to <$52,000","Urban"
"784",22071004402,"Louisiana",NA,650,12,605,4,8,0,7,14,13,637,NA,"Rural"
"785",22071004500,"Louisiana",NA,1884,1032,582,5,29,0,61,175,172,1712,"$27,000 to <$52,000","Urban"
"786",22071004800,"Louisiana",NA,816,73,688,7,6,0,9,33,31,785,"<$27,000","Urban"
"787",22071008500,"Louisiana",NA,927,158,645,2,15,0,45,62,111,816,"<$27,000","Urban"
"788",22071008800,"Louisiana",NA,1350,920,250,4,25,0,25,126,123,1227,"$85,000 to <$141,000","Urban"
"789",22071010700,"Louisiana",NA,1489,1111,195,5,41,0,32,105,96,1393,"$52,000 to <$85,000","Urban"
"790",22071011500,"Louisiana",NA,1194,999,76,0,26,0,11,82,66,1128,"$27,000 to <$52,000","Urban"
"791",22071011600,"Louisiana",NA,1101,967,43,4,21,2,7,57,42,1059,">=$141,000","Urban"
"792",22071012700,"Louisiana",NA,1916,1286,317,3,79,2,40,189,177,1739,"$52,000 to <$85,000","Urban"
"793",22071013100,"Louisiana",NA,1190,346,740,2,18,2,36,46,79,1111,"$27,000 to <$52,000","Urban"
"794",22071013600,"Louisiana",NA,830,508,241,0,20,0,17,44,38,792,"$52,000 to <$85,000","Urban"
"795",22071014300,"Louisiana",NA,1531,103,1294,9,3,0,52,70,93,1438,"<$27,000","Urban"
"796",22071990000,"Louisiana",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"797",22075990000,"Louisiana",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"798",22101990000,"Louisiana",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"799",22109990000,"Louisiana",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"800",23005001200,"Maine",NA,1146,949,103,0,32,0,14,48,33,1113,"$52,000 to <$85,000","Urban"
"801",23005990000,"Maine",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"802",23009990000,"Maine",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"803",23029990000,"Maine",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"804",24003730513,"Maryland",NA,1223,497,518,2,79,0,61,66,100,1123,"$52,000 to <$85,000",NA
"805",24005421000,"Maryland",NA,1594,962,292,23,15,2,180,120,253,1341,"<$27,000","Urban"
"806",24029990000,"Maryland",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"807",24031701422,"Maryland",NA,1967,101,1463,23,95,1,191,93,299,1668,"$27,000 to <$52,000","Urban"
"808",24031701601,"Maryland",NA,1557,134,758,9,201,1,337,117,441,1116,"$52,000 to <$85,000","Urban"
"809",24031701702,"Maryland",NA,1766,481,689,10,93,2,235,256,464,1302,"$27,000 to <$52,000","Urban"
"810",24031702502,"Maryland",NA,1556,471,731,0,123,2,89,140,198,1358,"$52,000 to <$85,000",NA
"811",24031702603,"Maryland",NA,1948,812,693,12,144,0,91,196,236,1712,"$85,000 to <$141,000",NA
"812",24031702604,"Maryland",NA,2559,1090,822,9,244,0,128,266,344,2215,"$52,000 to <$85,000",NA
"813",24031703213,"Maryland",NA,4517,588,1331,86,290,0,1459,763,2026,2491,"$52,000 to <$85,000","Urban"
"814",24031705602,"Maryland",NA,4482,3176,284,1,470,0,103,448,431,4051,"$85,000 to <$141,000","Urban"
"815",24033802408,"Maryland",NA,1934,62,1676,1,61,0,80,54,131,1803,"$52,000 to <$85,000","Urban"
"816",24033805602,"Maryland",NA,3753,248,232,204,37,0,2366,666,3420,333,"$52,000 to <$85,000","Urban"
"817",24033805907,"Maryland",NA,2509,131,1193,70,121,1,701,292,1090,1419,"$52,000 to <$85,000","Urban"
"818",24035990100,"Maryland",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"819",24037990000,"Maryland",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"820",24039990100,"Maryland",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"821",24041990000,"Maryland",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"822",24047990000,"Maryland",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"823",24510010400,"Maryland",NA,2483,2000,110,9,145,0,56,163,170,2313,"$85,000 to <$141,000","Urban"
"824",24510010500,"Maryland",NA,1561,1237,69,8,78,0,50,119,130,1431,"$85,000 to <$141,000","Urban"
"825",24510020200,"Maryland",NA,1858,1046,203,15,132,1,268,193,455,1403,"$85,000 to <$141,000","Urban"
"826",24510030200,"Maryland",NA,2585,1356,683,13,325,0,75,133,149,2436,"$85,000 to <$141,000","Urban"
"827",24510060300,"Maryland",NA,1577,699,536,16,90,0,136,100,234,1343,"$52,000 to <$85,000","Urban"
"828",24510070300,"Maryland",NA,714,70,584,3,10,0,29,18,38,676,"$27,000 to <$52,000","Urban"
"829",24510080302,"Maryland",NA,2034,48,1874,16,4,0,23,69,57,1977,"$27,000 to <$52,000","Urban"
"830",24510080400,"Maryland",NA,718,21,669,5,1,0,12,10,24,694,"$27,000 to <$52,000","Urban"
"831",24510080500,"Maryland",NA,1026,27,955,1,0,0,12,31,9,1017,"$27,000 to <$52,000","Urban"
"832",24510080700,"Maryland",NA,676,18,623,1,2,0,7,25,17,659,"$27,000 to <$52,000","Urban"
"833",24510100300,"Maryland",NA,2027,254,1720,1,4,0,43,5,59,1968,NA,"Urban"
"834",24510120201,"Maryland",NA,1712,1126,227,1,192,0,30,136,92,1620,"$52,000 to <$85,000","Urban"
"835",24510120600,"Maryland",NA,2704,1016,1250,11,192,7,86,142,193,2511,"$27,000 to <$52,000","Urban"
"836",24510130100,"Maryland",NA,2172,218,1780,17,17,1,34,105,60,2112,"<$27,000","Urban"
"837",24510130803,"Maryland",NA,2379,1583,315,11,295,1,38,136,127,2252,"$52,000 to <$85,000","Urban"
"838",24510150300,"Maryland",NA,1293,13,1258,0,6,0,0,16,5,1288,"$27,000 to <$52,000","Urban"
"839",24510160100,"Maryland",NA,1420,37,1296,0,20,1,26,40,44,1376,"$27,000 to <$52,000","Urban"
"840",24510160300,"Maryland",NA,864,71,756,0,5,1,5,26,16,848,"<$27,000","Urban"
"841",24510160801,"Maryland",NA,2377,48,2215,8,0,0,23,83,40,2337,"$52,000 to <$85,000","Urban"
"842",24510190300,"Maryland",NA,1385,342,826,9,33,1,97,77,157,1228,"<$27,000","Urban"
"843",24510240300,"Maryland",NA,2013,1714,84,0,105,0,20,90,81,1932,"$85,000 to <$141,000","Urban"
"844",24510260800,"Maryland",NA,2174,762,272,53,34,0,758,295,1120,1054,"$27,000 to <$52,000","Urban"
"845",24510261100,"Maryland",NA,1903,1602,64,18,82,1,35,101,125,1778,"$85,000 to <$141,000","Urban"
"846",24510271801,"Maryland",NA,2219,53,2053,8,24,2,13,66,41,2178,"<$27,000","Urban"
"847",25005641900,"Massachusetts",NA,1987,1516,144,8,58,0,97,164,170,1817,"$27,000 to <$52,000","Urban"
"848",25007990000,"Massachusetts",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"849",25009251000,"Massachusetts",NA,1362,204,78,27,8,2,838,205,1232,130,"$52,000 to <$85,000","Urban"
"850",25009251200,"Massachusetts",NA,1106,188,41,3,1,0,572,301,978,128,"<$27,000","Urban"
"851",25017341302,"Massachusetts",NA,1904,747,330,3,656,0,71,97,118,1786,"$52,000 to <$85,000",NA
"852",25017350500,"Massachusetts",NA,1591,1310,42,0,122,3,28,86,77,1514,"$85,000 to <$141,000","Urban"
"853",25017351102,"Massachusetts",NA,1780,1351,59,1,202,0,65,102,110,1670,"$85,000 to <$141,000",NA
"854",25017352200,"Massachusetts",NA,1819,1125,148,6,308,0,80,152,184,1635,"$52,000 to <$85,000","Urban"
"855",25017352800,"Massachusetts",NA,1624,1009,112,8,229,1,115,150,169,1455,"$85,000 to <$141,000","Urban"
"856",25017352900,"Massachusetts",NA,2473,1824,92,0,315,2,45,195,152,2321,">=$141,000","Urban"
"857",25017353000,"Massachusetts",NA,2669,1626,263,3,482,0,91,204,226,2443,"$85,000 to <$141,000","Urban"
"858",25017354700,"Massachusetts",NA,2489,1837,134,0,344,0,39,135,111,2378,"$85,000 to <$141,000","Urban"
"859",25021400201,"Massachusetts",NA,2612,1858,44,1,527,0,36,146,124,2488,"$52,000 to <$85,000",NA
"860",25021400202,"Massachusetts",NA,3067,1685,172,6,919,0,78,207,218,2849,"$52,000 to <$85,000",NA
"861",25021400402,"Massachusetts",NA,1608,1199,27,0,245,0,19,118,90,1518,">=$141,000",NA
"862",25023990003,"Massachusetts",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"863",25025000505,"Massachusetts",NA,2079,1378,142,5,316,0,107,131,207,1872,"$52,000 to <$85,000",NA
"864",25025000506,"Massachusetts",NA,2772,1983,81,8,463,0,65,172,189,2583,"$52,000 to <$85,000",NA
"865",25025000604,"Massachusetts",NA,2390,1385,105,8,509,1,164,218,296,2094,"$52,000 to <$85,000",NA
"866",25025000703,"Massachusetts",NA,2360,1288,97,9,713,0,83,170,229,2131,"$27,000 to <$52,000","Urban"
"867",25025000807,"Massachusetts",NA,2269,1289,217,0,521,10,78,154,203,2066,NA,NA
"868",25025010103,"Massachusetts",NA,4667,2827,356,9,938,4,343,190,513,4154,"$27,000 to <$52,000","Urban"
"869",25025010104,"Massachusetts",NA,4946,3317,185,18,949,2,153,322,523,4423,"$52,000 to <$85,000","Urban"
"870",25025010205,"Massachusetts",NA,4646,2316,207,2,1594,0,161,366,386,4260,"$52,000 to <$85,000",NA
"871",25025010404,"Massachusetts",NA,5609,3486,401,7,1224,24,165,302,512,5097,"<$27,000","Urban"
"872",25025010408,"Massachusetts",NA,1389,851,44,0,305,1,69,119,173,1216,"$52,000 to <$85,000","Urban"
"873",25025010500,"Massachusetts",NA,3697,2111,278,7,964,3,123,211,283,3414,"$27,000 to <$52,000","Urban"
"874",25025010802,"Massachusetts",NA,2824,2352,49,5,263,0,31,124,105,2719,">=$141,000","Urban"
"875",25025020200,"Massachusetts",NA,3608,2827,148,1,330,1,67,234,246,3362,"$85,000 to <$141,000","Urban"
"876",25025020302,"Massachusetts",NA,1179,953,42,0,91,0,10,83,81,1098,"$85,000 to <$141,000","Urban"
"877",25025020304,"Massachusetts",NA,1740,1226,108,2,226,1,53,124,152,1588,">=$141,000",NA
"878",25025030100,"Massachusetts",NA,2023,1809,18,0,84,2,13,97,82,1941,"$85,000 to <$141,000","Urban"
"879",25025030200,"Massachusetts",NA,1742,1546,15,0,75,1,22,83,93,1649,"$85,000 to <$141,000","Urban"
"880",25025030301,"Massachusetts",NA,1258,1083,4,0,114,3,14,40,43,1215,"$85,000 to <$141,000",NA
"881",25025030400,"Massachusetts",NA,3912,3374,73,6,168,0,57,234,187,3725,"$85,000 to <$141,000","Urban"
"882",25025030500,"Massachusetts",NA,2559,2307,35,2,105,2,16,92,83,2476,"$85,000 to <$141,000","Urban"
"883",25025050400,"Massachusetts",NA,2021,1082,40,8,108,0,463,320,747,1274,"$52,000 to <$85,000","Urban"
"884",25025060101,"Massachusetts",NA,3314,3099,20,0,54,0,30,111,109,3205,"$85,000 to <$141,000","Urban"
"885",25025060301,"Massachusetts",NA,3278,3112,27,0,42,0,22,75,69,3209,">=$141,000","Urban"
"886",25025060700,"Massachusetts",NA,1165,226,271,11,115,4,257,281,537,628,"<$27,000","Urban"
"887",25025061101,"Massachusetts",NA,1990,526,419,21,339,0,377,308,770,1220,"<$27,000","Urban"
"888",25025070103,"Massachusetts",NA,623,219,54,1,307,0,14,28,47,576,"$52,000 to <$85,000",NA
"889",25025070202,"Massachusetts",NA,4854,1615,175,4,2671,4,119,266,343,4511,"$27,000 to <$52,000",NA
"890",25025070302,"Massachusetts",NA,1911,1344,49,2,410,1,23,82,75,1836,">=$141,000",NA
"891",25025070501,"Massachusetts",NA,1975,1508,66,5,242,2,55,97,175,1800,">=$141,000",NA
"892",25025070600,"Massachusetts",NA,2001,1625,88,2,118,0,44,124,102,1899,">=$141,000","Urban"
"893",25025070700,"Massachusetts",NA,2166,1274,402,10,235,0,97,148,190,1976,"$52,000 to <$85,000","Urban"
"894",25025070802,"Massachusetts",NA,2404,1579,330,8,213,1,88,185,230,2174,"$52,000 to <$85,000",NA
"895",25025070901,"Massachusetts",NA,953,297,265,0,108,0,141,142,294,659,"$27,000 to <$52,000",NA
"896",25025070902,"Massachusetts",NA,2007,1146,297,2,222,0,140,200,298,1709,"$85,000 to <$141,000",NA
"897",25025080300,"Massachusetts",NA,1663,160,885,10,64,3,312,229,548,1115,"$27,000 to <$52,000","Urban"
"898",25025081101,"Massachusetts",NA,1405,811,154,0,281,0,38,121,139,1266,"$52,000 to <$85,000",NA
"899",25025081301,"Massachusetts",NA,1850,388,649,18,58,2,460,275,831,1019,NA,NA
"900",25025090600,"Massachusetts",NA,1881,168,618,6,41,0,457,591,424,1457,"$27,000 to <$52,000","Urban"
"901",25025091600,"Massachusetts",NA,2502,472,554,47,750,0,330,349,449,2053,"$52,000 to <$85,000","Urban"
"902",25025092300,"Massachusetts",NA,2408,116,1615,27,105,0,218,327,457,1951,"$52,000 to <$85,000","Urban"
"903",25025120600,"Massachusetts",NA,2218,1686,118,6,141,0,98,169,241,1977,"$85,000 to <$141,000","Urban"
"904",25025120700,"Massachusetts",NA,1927,1210,170,11,270,0,99,167,240,1687,"$85,000 to <$141,000","Urban"
"905",25025140106,"Massachusetts",NA,1629,327,779,5,66,0,221,231,463,1166,"$27,000 to <$52,000","Urban"
"906",25025160102,"Massachusetts",NA,2724,499,253,32,72,0,1402,466,1950,774,"$52,000 to <$85,000",NA
"907",25025160200,"Massachusetts",NA,2992,515,145,51,44,2,1855,380,2454,538,"$52,000 to <$85,000","Urban"
"908",25025981700,"Massachusetts",NA,4,1,0,0,0,0,1,2,1,3,NA,"Rural"
"909",25027731202,"Massachusetts",NA,1363,1062,208,1,25,0,31,36,106,1257,NA,"Urban"
"910",25027731602,"Massachusetts",NA,3135,2207,338,1,289,0,133,167,332,2803,"$27,000 to <$52,000",NA
"911",26001990000,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"912",26003990000,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"913",26009990000,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"914",26011990100,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"915",26019990000,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"916",26021990000,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"917",26029990000,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"918",26031990000,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"919",26033980300,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"920",26033990000,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"921",26033990100,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"922",26041990100,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"923",26047990000,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"924",26053990000,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"925",26055990000,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"926",26061990000,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"927",26061990100,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"928",26063990000,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"929",26065004491,"Michigan",NA,1207,806,307,11,49,0,15,19,49,1158,NA,"Urban"
"930",26065004492,"Michigan",NA,3402,2241,904,15,98,0,108,36,154,3248,NA,"Urban"
"931",26069990000,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"932",26089990000,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"933",26095990000,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"934",26099990100,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"935",26101990000,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
"936",26103990000,"Michigan",NA,0,0,0,0,0,0,0,0,0,0,NA,"Rural"
