"","TOTAL_ADULT_POP","AttributableCases_baseline","LowerAttributableCases_baseline","UpperAttributableCases_baseline","AttributableCases_counterfactual","LowerAttributableCases_counterfactual","UpperAttributableCases_counterfactual","AttributableCases_difference","LowerAttributableCases_difference","UpperAttributableCases_difference"
"1",258343281,118465,48939,187841,79404,32155,127831,39061,16784,60010
