GEOID,YEAR,NAME,TRACT_NAME,COUNTY,STATE,NO2_mgm3
31153010503,2020,"Census Tract 105.03, Sarpy County, Nebraska",Census Tract 105.03,Sarpy County,Nebraska,17.60250289
31023967800,2020,"Census Tract 9678, Butler County, Nebraska",Census Tract 9678,Butler County,Nebraska,7.939324967
31023967700,2020,"Census Tract 9677, Butler County, Nebraska",Census Tract 9677,Butler County,Nebraska,10.89316866
31109002900,2020,"Census Tract 29, Lancaster County, Nebraska",Census Tract 29,Lancaster County,Nebraska,15.17710192
31153010615,2020,"Census Tract 106.15, Sarpy County, Nebraska",Census Tract 106.15,Sarpy County,Nebraska,18.08476339
31025965700,2020,"Census Tract 9657, Cass County, Nebraska",Census Tract 9657,Cass County,Nebraska,9.031339649
31025966100,2020,"Census Tract 9661, Cass County, Nebraska",Census Tract 9661,Cass County,Nebraska,8.06719005
31025965600,2020,"Census Tract 9656, Cass County, Nebraska",Census Tract 9656,Cass County,Nebraska,10.43770416
31025965800,2020,"Census Tract 9658, Cass County, Nebraska",Census Tract 9658,Cass County,Nebraska,9.503413834
31025966000,2020,"Census Tract 9660, Cass County, Nebraska",Census Tract 9660,Cass County,Nebraska,9.558660163
31025965900,2020,"Census Tract 9659, Cass County, Nebraska",Census Tract 9659,Cass County,Nebraska,10.7108721
31153010619,2020,"Census Tract 106.19, Sarpy County, Nebraska",Census Tract 106.19,Sarpy County,Nebraska,16.85777355
31153010616,2020,"Census Tract 106.16, Sarpy County, Nebraska",Census Tract 106.16,Sarpy County,Nebraska,19.16602062
31153010617,2020,"Census Tract 106.17, Sarpy County, Nebraska",Census Tract 106.17,Sarpy County,Nebraska,18.44645877
31153010620,2020,"Census Tract 106.20, Sarpy County, Nebraska",Census Tract 106.20,Sarpy County,Nebraska,15.39216014
31033955000,2020,"Census Tract 9550, Cheyenne County, Nebraska",Census Tract 9550,Cheyenne County,Nebraska,19.27598187
31129960000,2020,"Census Tract 9600, Nuckolls County, Nebraska",Census Tract 9600,Nuckolls County,Nebraska,7.572968871
31129960100,2020,"Census Tract 9601, Nuckolls County, Nebraska",Census Tract 9601,Nuckolls County,Nebraska,10.62165133
31163970100,2020,"Census Tract 9701, Sherman County, Nebraska",Census Tract 9701,Sherman County,Nebraska,7.709805261
31077970900,2020,"Census Tract 9709, Greeley County, Nebraska",Census Tract 9709,Greeley County,Nebraska,7.001373976
31059091600,2020,"Census Tract 916, Fillmore County, Nebraska",Census Tract 916,Fillmore County,Nebraska,9.392747256
31059091700,2020,"Census Tract 917, Fillmore County, Nebraska",Census Tract 917,Fillmore County,Nebraska,9.748362879
31105954500,2020,"Census Tract 9545, Kimball County, Nebraska",Census Tract 9545,Kimball County,Nebraska,6.099479725
31153010623,2020,"Census Tract 106.23, Sarpy County, Nebraska",Census Tract 106.23,Sarpy County,Nebraska,16.69124004
31007954000,2020,"Census Tract 9540, Banner County, Nebraska",Census Tract 9540,Banner County,Nebraska,5.814603456
31069952100,2020,"Census Tract 9521, Garden County, Nebraska",Census Tract 9521,Garden County,Nebraska,2.935116591
31145963100,2020,"Census Tract 9631, Red Willow County, Nebraska",Census Tract 9631,Red Willow County,Nebraska,5.577602095
31145963300,2020,"Census Tract 9633, Red Willow County, Nebraska",Census Tract 9633,Red Willow County,Nebraska,8.902659698
31145963200,2020,"Census Tract 9632, Red Willow County, Nebraska",Census Tract 9632,Red Willow County,Nebraska,10.31628431
31035962100,2020,"Census Tract 9621, Clay County, Nebraska",Census Tract 9621,Clay County,Nebraska,8.54850938
31035962200,2020,"Census Tract 9622, Clay County, Nebraska",Census Tract 9622,Clay County,Nebraska,9.336858505
31137967000,2020,"Census Tract 9670, Phelps County, Nebraska",Census Tract 9670,Phelps County,Nebraska,14.11285135
31137967200,2020,"Census Tract 9672, Phelps County, Nebraska",Census Tract 9672,Phelps County,Nebraska,5.780728306
31137967100,2020,"Census Tract 9671, Phelps County, Nebraska",Census Tract 9671,Phelps County,Nebraska,11.30241101
31015975800,2020,"Census Tract 9758, Boyd County, Nebraska",Census Tract 9758,Boyd County,Nebraska,7.390121531
31109002702,2020,"Census Tract 27.02, Lancaster County, Nebraska",Census Tract 27.02,Lancaster County,Nebraska,15.69327569
31109002800,2020,"Census Tract 28, Lancaster County, Nebraska",Census Tract 28,Lancaster County,Nebraska,19.01508797
31109003202,2020,"Census Tract 32.02, Lancaster County, Nebraska",Census Tract 32.02,Lancaster County,Nebraska,11.01076734
31109003601,2020,"Census Tract 36.01, Lancaster County, Nebraska",Census Tract 36.01,Lancaster County,Nebraska,17.65686714
31109003605,2020,"Census Tract 36.05, Lancaster County, Nebraska",Census Tract 36.05,Lancaster County,Nebraska,15.34294493
