GEOID,YEAR,NAME,TRACT_NAME,COUNTY,STATE,NO2_mgm3
24003731103,2020,"Census Tract 7311.03, Anne Arundel County, Maryland",Census Tract 7311.03,Anne Arundel County,Maryland,9.160767991
24003707001,2020,"Census Tract 7070.01, Anne Arundel County, Maryland",Census Tract 7070.01,Anne Arundel County,Maryland,5.742278438
24003740800,2020,"Census Tract 7408, Anne Arundel County, Maryland",Census Tract 7408,Anne Arundel County,Maryland,8.982599832
24003702402,2020,"Census Tract 7024.02, Anne Arundel County, Maryland",Census Tract 7024.02,Anne Arundel County,Maryland,11.64205675
24003731303,2020,"Census Tract 7313.03, Anne Arundel County, Maryland",Census Tract 7313.03,Anne Arundel County,Maryland,8.238725804
24003730603,2020,"Census Tract 7306.03, Anne Arundel County, Maryland",Census Tract 7306.03,Anne Arundel County,Maryland,8.399743346
24003730601,2020,"Census Tract 7306.01, Anne Arundel County, Maryland",Census Tract 7306.01,Anne Arundel County,Maryland,9.361828621
24003730902,2020,"Census Tract 7309.02, Anne Arundel County, Maryland",Census Tract 7309.02,Anne Arundel County,Maryland,7.817063721
24003706600,2020,"Census Tract 7066, Anne Arundel County, Maryland",Census Tract 7066,Anne Arundel County,Maryland,13.83565919
24003706500,2020,"Census Tract 7065, Anne Arundel County, Maryland",Census Tract 7065,Anne Arundel County,Maryland,16.85803845
24003741000,2020,"Census Tract 7410, Anne Arundel County, Maryland",Census Tract 7410,Anne Arundel County,Maryland,8.624901414
24003702500,2020,"Census Tract 7025, Anne Arundel County, Maryland",Census Tract 7025,Anne Arundel County,Maryland,10.7660388
24003707002,2020,"Census Tract 7070.02, Anne Arundel County, Maryland",Census Tract 7070.02,Anne Arundel County,Maryland,6.623451866
24003740203,2020,"Census Tract 7402.03, Anne Arundel County, Maryland",Census Tract 7402.03,Anne Arundel County,Maryland,8.763603612
24003701400,2020,"Census Tract 7014, Anne Arundel County, Maryland",Census Tract 7014,Anne Arundel County,Maryland,7.466365186
24003751102,2020,"Census Tract 7511.02, Anne Arundel County, Maryland",Census Tract 7511.02,Anne Arundel County,Maryland,14.5260388
24005430400,2020,"Census Tract 4304, Baltimore County, Maryland",Census Tract 4304,Baltimore County,Maryland,16.73645563
24003731307,2020,"Census Tract 7313.07, Anne Arundel County, Maryland",Census Tract 7313.07,Anne Arundel County,Maryland,9.357776177
24003750804,2020,"Census Tract 7508.04, Anne Arundel County, Maryland",Census Tract 7508.04,Anne Arundel County,Maryland,16.17611034
24003701101,2020,"Census Tract 7011.01, Anne Arundel County, Maryland",Census Tract 7011.01,Anne Arundel County,Maryland,10.02204271
24005491300,2020,"Census Tract 4913, Baltimore County, Maryland",Census Tract 4913,Baltimore County,Maryland,18.0625914
24031701221,2020,"Census Tract 7012.21, Montgomery County, Maryland",Census Tract 7012.21,Montgomery County,Maryland,14.84205223
24027601105,2020,"Census Tract 6011.05, Howard County, Maryland",Census Tract 6011.05,Howard County,Maryland,18.64122906
24027606706,2020,"Census Tract 6067.06, Howard County, Maryland",Census Tract 6067.06,Howard County,Maryland,22.25818371
24027601107,2020,"Census Tract 6011.07, Howard County, Maryland",Census Tract 6011.07,Howard County,Maryland,18.54848672
24003702100,2020,"Census Tract 7021, Anne Arundel County, Maryland",Census Tract 7021,Anne Arundel County,Maryland,7.132691448
24021752502,2020,"Census Tract 7525.02, Frederick County, Maryland",Census Tract 7525.02,Frederick County,Maryland,10.48042827
24021751003,2020,"Census Tract 7510.03, Frederick County, Maryland",Census Tract 7510.03,Frederick County,Maryland,19.80257203
24021751201,2020,"Census Tract 7512.01, Frederick County, Maryland",Census Tract 7512.01,Frederick County,Maryland,15.26480447
24021750506,2020,"Census Tract 7505.06, Frederick County, Maryland",Census Tract 7505.06,Frederick County,Maryland,17.88925062
24021751301,2020,"Census Tract 7513.01, Frederick County, Maryland",Census Tract 7513.01,Frederick County,Maryland,6.663576688
24021751203,2020,"Census Tract 7512.03, Frederick County, Maryland",Census Tract 7512.03,Frederick County,Maryland,10.59209285
24021751004,2020,"Census Tract 7510.04, Frederick County, Maryland",Census Tract 7510.04,Frederick County,Maryland,14.6719812
24021752603,2020,"Census Tract 7526.03, Frederick County, Maryland",Census Tract 7526.03,Frederick County,Maryland,11.34949993
24021752501,2020,"Census Tract 7525.01, Frederick County, Maryland",Census Tract 7525.01,Frederick County,Maryland,9.391128658
24021752602,2020,"Census Tract 7526.02, Frederick County, Maryland",Census Tract 7526.02,Frederick County,Maryland,9.841119111
24021752601,2020,"Census Tract 7526.01, Frederick County, Maryland",Census Tract 7526.01,Frederick County,Maryland,11.77554003
