GEOID,YEAR,NAME,TRACT_NAME,COUNTY,STATE,NO2_mgm3
2020002602,2020,"Census Tract 26.02, Anchorage Municipality, Alaska",Census Tract 26.02,Anchorage Municipality,Alaska,14.29531399
2020002811,2020,"Census Tract 28.11, Anchorage Municipality, Alaska",Census Tract 28.11,Anchorage Municipality,Alaska,17.96623471
2020002813,2020,"Census Tract 28.13, Anchorage Municipality, Alaska",Census Tract 28.13,Anchorage Municipality,Alaska,2.64914844
2013000100,2020,"Census Tract 1, Aleutians East Borough, Alaska",Census Tract 1,Aleutians East Borough,Alaska,0.217288106
2020001300,2020,"Census Tract 13, Anchorage Municipality, Alaska",Census Tract 13,Anchorage Municipality,Alaska,19.56575555
2020000703,2020,"Census Tract 7.03, Anchorage Municipality, Alaska",Census Tract 7.03,Anchorage Municipality,Alaska,12.87699912
2020000801,2020,"Census Tract 8.01, Anchorage Municipality, Alaska",Census Tract 8.01,Anchorage Municipality,Alaska,15.22702157
2020000802,2020,"Census Tract 8.02, Anchorage Municipality, Alaska",Census Tract 8.02,Anchorage Municipality,Alaska,16.38463088
2020000902,2020,"Census Tract 9.02, Anchorage Municipality, Alaska",Census Tract 9.02,Anchorage Municipality,Alaska,17.42098727
2020001732,2020,"Census Tract 17.32, Anchorage Municipality, Alaska",Census Tract 17.32,Anchorage Municipality,Alaska,12.36663027
2020002712,2020,"Census Tract 27.12, Anchorage Municipality, Alaska",Census Tract 27.12,Anchorage Municipality,Alaska,15.14625742
2020002711,2020,"Census Tract 27.11, Anchorage Municipality, Alaska",Census Tract 27.11,Anchorage Municipality,Alaska,12.73167878
2020000702,2020,"Census Tract 7.02, Anchorage Municipality, Alaska",Census Tract 7.02,Anchorage Municipality,Alaska,13.2463941
2020000901,2020,"Census Tract 9.01, Anchorage Municipality, Alaska",Census Tract 9.01,Anchorage Municipality,Alaska,17.58430261
2020000102,2020,"Census Tract 1.02, Anchorage Municipality, Alaska",Census Tract 1.02,Anchorage Municipality,Alaska,3.796637863
2020000701,2020,"Census Tract 7.01, Anchorage Municipality, Alaska",Census Tract 7.01,Anchorage Municipality,Alaska,13.89131809
2020000202,2020,"Census Tract 2.02, Anchorage Municipality, Alaska",Census Tract 2.02,Anchorage Municipality,Alaska,6.657043803
2020000204,2020,"Census Tract 2.04, Anchorage Municipality, Alaska",Census Tract 2.04,Anchorage Municipality,Alaska,1.920504861
2020001200,2020,"Census Tract 12, Anchorage Municipality, Alaska",Census Tract 12,Anchorage Municipality,Alaska,19.44064896
2020001000,2020,"Census Tract 10, Anchorage Municipality, Alaska",Census Tract 10,Anchorage Municipality,Alaska,19.7542079
2020002812,2020,"Census Tract 28.12, Anchorage Municipality, Alaska",Census Tract 28.12,Anchorage Municipality,Alaska,13.58776634
2020002823,2020,"Census Tract 28.23, Anchorage Municipality, Alaska",Census Tract 28.23,Anchorage Municipality,Alaska,5.068478299
2020000101,2020,"Census Tract 1.01, Anchorage Municipality, Alaska",Census Tract 1.01,Anchorage Municipality,Alaska,1.1131999
2020002603,2020,"Census Tract 26.03, Anchorage Municipality, Alaska",Census Tract 26.03,Anchorage Municipality,Alaska,14.95766161
2020001100,2020,"Census Tract 11, Anchorage Municipality, Alaska",Census Tract 11,Anchorage Municipality,Alaska,20.90392401
2020002822,2020,"Census Tract 28.22, Anchorage Municipality, Alaska",Census Tract 28.22,Anchorage Municipality,Alaska,10.15601827
2020002900,2020,"Census Tract 29, Anchorage Municipality, Alaska",Census Tract 29,Anchorage Municipality,Alaska,3.047043037
2020002301,2020,"Census Tract 23.01, Anchorage Municipality, Alaska",Census Tract 23.01,Anchorage Municipality,Alaska,5.818242265
2050000200,2020,"Census Tract 2, Bethel Census Area, Alaska",Census Tract 2,Bethel Census Area,Alaska,0.166565551
2050000300,2020,"Census Tract 3, Bethel Census Area, Alaska",Census Tract 3,Bethel Census Area,Alaska,0.226432108
2050000100,2020,"Census Tract 1, Bethel Census Area, Alaska",Census Tract 1,Bethel Census Area,Alaska,0.211222865
2090000100,2020,"Census Tract 1, Fairbanks North Star Borough, Alaska",Census Tract 1,Fairbanks North Star Borough,Alaska,36.43284636
2090000300,2020,"Census Tract 3, Fairbanks North Star Borough, Alaska",Census Tract 3,Fairbanks North Star Borough,Alaska,31.27890433
2090000400,2020,"Census Tract 4, Fairbanks North Star Borough, Alaska",Census Tract 4,Fairbanks North Star Borough,Alaska,27.38864907
2090000700,2020,"Census Tract 7, Fairbanks North Star Borough, Alaska",Census Tract 7,Fairbanks North Star Borough,Alaska,30.8164483
2090001700,2020,"Census Tract 17, Fairbanks North Star Borough, Alaska",Census Tract 17,Fairbanks North Star Borough,Alaska,1.848112456
2090001300,2020,"Census Tract 13, Fairbanks North Star Borough, Alaska",Census Tract 13,Fairbanks North Star Borough,Alaska,11.62306345
2090000500,2020,"Census Tract 5, Fairbanks North Star Borough, Alaska",Census Tract 5,Fairbanks North Star Borough,Alaska,28.57458504
2090000600,2020,"Census Tract 6, Fairbanks North Star Borough, Alaska",Census Tract 6,Fairbanks North Star Borough,Alaska,26.88503457
2090001200,2020,"Census Tract 12, Fairbanks North Star Borough, Alaska",Census Tract 12,Fairbanks North Star Borough,Alaska,10.36967331
2090000200,2020,"Census Tract 2, Fairbanks North Star Borough, Alaska",Census Tract 2,Fairbanks North Star Borough,Alaska,29.89491168
2090001600,2020,"Census Tract 16, Fairbanks North Star Borough, Alaska",Census Tract 16,Fairbanks North Star Borough,Alaska,11.94823978
2090000900,2020,"Census Tract 9, Fairbanks North Star Borough, Alaska",Census Tract 9,Fairbanks North Star Borough,Alaska,10.51074367
2090001000,2020,"Census Tract 10, Fairbanks North Star Borough, Alaska",Census Tract 10,Fairbanks North Star Borough,Alaska,17.20799578
2090000800,2020,"Census Tract 8, Fairbanks North Star Borough, Alaska",Census Tract 8,Fairbanks North Star Borough,Alaska,22.53635424
2016000200,2020,"Census Tract 2, Aleutians West Census Area, Alaska",Census Tract 2,Aleutians West Census Area,Alaska,1.246484612
2016000100,2020,"Census Tract 1, Aleutians West Census Area, Alaska",Census Tract 1,Aleutians West Census Area,Alaska,0.069136589
2020000201,2020,"Census Tract 2.01, Anchorage Municipality, Alaska",Census Tract 2.01,Anchorage Municipality,Alaska,11.9907397
2070000200,2020,"Census Tract 2, Dillingham Census Area, Alaska",Census Tract 2,Dillingham Census Area,Alaska,0.302418888
2070000100,2020,"Census Tract 1, Dillingham Census Area, Alaska",Census Tract 1,Dillingham Census Area,Alaska,0.156364028
2068000100,2020,"Census Tract 1, Denali Borough, Alaska",Census Tract 1,Denali Borough,Alaska,0.897994342
2060000100,2020,"Census Tract 1, Bristol Bay Borough, Alaska",Census Tract 1,Bristol Bay Borough,Alaska,1.81656901
2020002302,2020,"Census Tract 23.02, Anchorage Municipality, Alaska",Census Tract 23.02,Anchorage Municipality,Alaska,16.87148962
2020001601,2020,"Census Tract 16.01, Anchorage Municipality, Alaska",Census Tract 16.01,Anchorage Municipality,Alaska,16.02844347
2020002502,2020,"Census Tract 25.02, Anchorage Municipality, Alaska",Census Tract 25.02,Anchorage Municipality,Alaska,19.66053594
2020001802,2020,"Census Tract 18.02, Anchorage Municipality, Alaska",Census Tract 18.02,Anchorage Municipality,Alaska,14.44263019
2020001900,2020,"Census Tract 19, Anchorage Municipality, Alaska",Census Tract 19,Anchorage Municipality,Alaska,22.15815918
2020002601,2020,"Census Tract 26.01, Anchorage Municipality, Alaska",Census Tract 26.01,Anchorage Municipality,Alaska,18.7448157
2020001602,2020,"Census Tract 16.02, Anchorage Municipality, Alaska",Census Tract 16.02,Anchorage Municipality,Alaska,15.49416226
2020001701,2020,"Census Tract 17.01, Anchorage Municipality, Alaska",Census Tract 17.01,Anchorage Municipality,Alaska,12.46656724
2020002000,2020,"Census Tract 20, Anchorage Municipality, Alaska",Census Tract 20,Anchorage Municipality,Alaska,21.3220026
2020002100,2020,"Census Tract 21, Anchorage Municipality, Alaska",Census Tract 21,Anchorage Municipality,Alaska,20.90392342
2020002400,2020,"Census Tract 24, Anchorage Municipality, Alaska",Census Tract 24,Anchorage Municipality,Alaska,19.56607253
2020001702,2020,"Census Tract 17.02, Anchorage Municipality, Alaska",Census Tract 17.02,Anchorage Municipality,Alaska,14.24750551
2020001731,2020,"Census Tract 17.31, Anchorage Municipality, Alaska",Census Tract 17.31,Anchorage Municipality,Alaska,13.92436407
